id,title,category,subcategory,description,images,specifications
10,Ноутбук Lenovo ldeaPad 530s i3-8145U 4Gb 128Gb-SSD,Компьютерная техника,Ноутбуки,"Ноутбук Lenovo ldeaPad 530s – ноутбук, который удобно взять с собой. Небольшие размеры и вес позволят легко использовать его как дома, так и в поездке.","['/upload/product/755/8fb46e2a420a8f5789f478e410142c27/full.jpg', '/upload/product/755/9972e55864bfda6d2799d03eae14e6b9/full.jpg', '/upload/product/755/61392cbb63ad738fa0e01662e36adf5d/full.jpg', '/upload/product/755/2c82cd3cb9eff35e2fc9e3e8ac4172aa/full.jpg', '/upload/product/755/e21baa2c97c8e3b995d12ed16e00fca8/full.jpg', '/upload/product/755/db1431b0b692e0aa3b2e0603a5f9dc43/full.jpg', '/upload/product/755/ea80c60ef3922279f42503f5973521b2/full.jpg', '/upload/product/755/7380ee7af0ac9f1fa7172bcfb6e33b2c/full.jpg', '/upload/product/755/0809d49f29ff00e8786fdca6107aa6e6/full.jpg', '/upload/product/755/cc91f788fe1591d7149ddbfb6517dd3f/full.jpg', '/upload/product/755/cee41e2b8d78760044818937b185c8ca/full.jpg', '/upload/product/755/723d8f17244af10ce2432420245ed51b/full.jpg', '/upload/product/755/f38224cc1bb4ab842f47a559a9955390/full.jpg', '/upload/product/755/6b45a463d36d620d8e9709fb07f5145c/full.jpg', '/upload/product/755/a7d1b773775817fb1af26b1e2b014030/full.jpg', '/upload/product/755/f0b4e816f26788b778f951f293cc6333/full.jpg']","{'Процессор': 'Intel Core i3 8145U (Whiskey Lake) 2.1 ГГц', 'Объём оперативной памяти': '4 ГБ', 'Жесткий диск (SSD)': '128 Gb', 'Видеоадаптер': 'Интегрированный Intel UHD Graphics 620', 'Версия ОС': 'Windows 10', 'Максимальное время работы': '8 ч', 'Аккумулятор': 'Литий-ионная, емкость - 4645 мАч', 'Встроенный модуль Bluetooth': 'Да', 'Встроенный модуль Wi-Fi': 'Да', 'Объём встроенной памяти': '128 ГБ', 'Операционная система': 'Windows', 'Экран': 'Глянцевый', 'Тип памяти': 'SSD', 'USB порт': 'USB 3.0: 2 шт', 'LAN': 'Есть', 'Матрица': 'IPS', 'Камера': 'Есть', 'Количество ядер': '4', 'Разрешение экрана': '1920x1080 Full HD', 'Диагональ': '13.3', 'Размеры': '30.8x22.1x1.5 см', 'Вес': '1.190 кг'}"
11,Ноутбук Lenovo Ideapad L340-15IRH Gaming,Компьютерная техника,Ноутбуки,"Ноутбук Lenovo Ideapad L340-15IRH Gaming позволяет по-новому взглянуть на ваши любимые игры! Имеет два различных режима: быстрый (Quick) для игры и спокойный (Quiet) для работы. В каждом из этих режимов работа ноутбука выглядит, ощущается и происходит по-разному. В зависимости от задачи просто переключитесь на тот или иной режим. Время автономной работы Lenovo IdeaPad L340-15IRH Gaming составляет до 9 ч, так что вы можете играть в течение всего дня. И более того, аккумулятор заряжается быстро: до 80 % за 60 мин и до 100 % за 120 мин.","['/upload/product/1806/bd054ed8ceabb18c3a4c54ff67372fd3/full.jpg', '/upload/product/1806/387bf25ee9be651b154e6f739e765600/full.jpg', '/upload/product/1806/614d23111fcb7298a805f08f2953f0ad/full.jpg', '/upload/product/1806/81b3db8b6a497595ff8ee7f433e3789e/full.jpg', '/upload/product/1806/ea97a20cd255ebcbe49797487b81cb56/full.jpg', '/upload/product/1806/77deee4c1406bb5983802bcdf160409a/full.jpg', '/upload/product/1806/f8dd1dbff5e6360b6eefd7e4a3538c75/full.jpg', '/upload/product/1806/22f9b93ca47768294dd94d22ef8c46a1/full.jpg', '/upload/product/1806/fe0b58cf2e0ad761e46e160e59fad9b3/full.jpg', '/upload/product/1806/7044d5425d3cf2290ea79ebe73cbed6c/full.jpg', '/upload/product/1806/54f612c1343c9a32e07168092d83125c/full.jpg', '/upload/product/1806/067441faa02f2e03c5c8623b6a1b6386/full.jpg', '/upload/product/1806/7ec389895100c5651af8e97a3be5f274/full.jpg', '/upload/product/1806/c1345dae356a566bf3169265a8c88894/full.jpg', '/upload/product/1806/d97ff0f084243b744571ab62c10803c7/full.jpg']","{'Процессор': 'Core i5-9300H', 'Объём оперативной памяти': '8 ГБ', 'Жесткий диск (SSD)': '512 Гб', 'Максимальное время работы': 'до 9 часов', 'Аккумулятор': '45 Вт-ч', 'Встроенный модуль Bluetooth': 'Да', 'Встроенный модуль Wi-Fi': 'Да', 'Видеокарта': 'GeForce GTX 1650 4 Гб GDDR5', 'Тип видеокарты': 'Дискретная', 'Операционная система': 'DOS', 'USB порт': 'USB-А 3.1 Gen 1 2 шт.', 'LAN': 'Есть', 'Матрица': 'IPS', 'Камера': 'Есть', 'Количество ядер': '4', 'Разрешение экрана': '1920x1080 FHD', 'Диагональ': '15.6', 'Размеры': '23.9х363х254.6 мм', 'Вес': '2.19 кг'}"
12,Ноутбук HP 17-by0008ur i3-7020U 8Gb 1000Gb,Компьютерная техника,Ноутбуки,"Ноутбук HP 17-by0008ur – ноутбук, который удобно взять с собой. Небольшие размеры и вес позволят легко использовать его как дома, так и в поездке. Он отлично подходит для выполнения повседневных задач.","['/upload/product/746/a652a4f779e5f623037d83fea335422f/full.jpg', '/upload/product/746/05f06fba6de11b69ffebe94e0fc77c8f/full.jpg', '/upload/product/746/d7a302c2eeece4921bf31ba441e2dc50/full.jpg', '/upload/product/746/dcb97caec89d91191c97ea73aa6bbf06/full.jpg', '/upload/product/746/57bb1117ceaef64f54fbcac604f8dba2/full.jpg', '/upload/product/746/06b33684a80eded4a6e8122df6094654/full.jpg']","{'Процессор': 'Core i3 7020U 2.3 ГГц', 'Объём оперативной памяти': '8 Гб', 'Видеоадаптер': 'интегрированный Intel HD Graphics 620', 'Версия ОС': 'Windows 10', 'Максимальное время работы': '10 ч', 'Аккумулятор': 'Li-Ion', 'Встроенный модуль Wi-Fi': 'Да', 'Объём встроенной памяти': '1000 ГБ', 'Операционная система': 'Windows', 'Стереодинамики': 'Есть', 'Тип памяти': 'HDD', 'Жесткий диск (HDD)': '1000 Gb', 'USB порт': 'USB 2.0 - 1 шт; USB 3.0 - 2 шт.', 'LAN': 'Есть', 'Матрица': '*VA / SVA /', 'Камера': 'Есть', 'Количество ядер': '2', 'Разрешение экрана': '1600x900 пикс', 'Диагональ': '17.3', 'Размеры': '414.8x272.2x24.5 мм', 'Вес': '2.51 кг'}"
13,Ноутбук НР 17-ca0053ur E2-9000e 4Gb 128Gb-SSD,Компьютерная техника,Ноутбуки,"Стильный ноутбук НР 17-ca0053ur позволяет оставаться на связи, работать и интересно проводить время в течение всего дня. Просматривайте веб-страницы, трансляции видео и выполняйте множество других задач – всё это с легкостью обработает производительный процессор AMD Е E2-9000e на 1.5 ГГц. Яркий экран не нагружает зрение, а тонкий и стильный дизайн корпуса смотрится эффектно, и позволяет брать его куда угодно.","['/upload/product/743/f2e8cc94bab6f7c0bbc34d7434f4671f/full.jpg', '/upload/product/743/d7a302c2eeece4921bf31ba441e2dc50/full.jpg', '/upload/product/743/dcb97caec89d91191c97ea73aa6bbf06/full.jpg', '/upload/product/743/57bb1117ceaef64f54fbcac604f8dba2/full.jpg', '/upload/product/743/06b33684a80eded4a6e8122df6094654/full.jpg', '/upload/product/743/05f06fba6de11b69ffebe94e0fc77c8f/full.jpg']","{'Процессор': 'AMD Е E2-9000e 1.5 ГГц', 'Объём оперативной памяти': '4 ГБ', 'Жесткий диск (SSD)': '128 ГБ', 'Видеоадаптер': 'Интегрированный AMD Radeon R2', 'Версия ОС': 'Windows 10', 'Максимальное время работы': '9', 'Аккумулятор': '41 Вт*ч', 'Встроенный модуль Wi-Fi': 'Да', 'Операционная система': 'Windows', 'Стереодинамики': 'Есть', 'Экран': 'Антибликовый', 'Тип памяти': 'SSD', 'USB порт': 'USB 2.0 - 1 шт; USB 3.0 - 2 шт.', 'LAN': 'Есть', 'Матрица': '*VA / SVA /', 'Камера': 'Есть', 'Количество ядер': '2', 'Разрешение экрана': '1600x900 пикс', 'Диагональ': '17.3', 'Размеры': '414.8x272.2x24.5 мм', 'Вес': '2.51 кг'}"
14,Ноутбук Lenovo IdeaPad 330 4415U 4Gb 500Gb,Компьютерная техника,Ноутбуки,"Ноутбук Lenovo IdeaPad 330 – ноутбук, который удобно взять с собой. Небольшие размеры и вес позволят легко использовать его как дома, так и в поездке.","['/upload/product/744/3507032ee3de8984f4d7e1c4d3c9726d/full.jpg', '/upload/product/744/364486f46adb558d6990b873ef726d6b/full.jpg', '/upload/product/744/ed8c2b17b1f504695063dc7f8175ef54/full.jpg', '/upload/product/744/dd59d91f0cf372fa02ba6db74faef995/full.jpg', '/upload/product/744/c1151c934a2e763edd18e94c073b7ab6/full.jpg', '/upload/product/744/bf4ba777966d1605ab2d3e625efabdba/full.jpg', '/upload/product/744/35b1abdb12661cde7b124d0e51cdc3f5/full.jpg', '/upload/product/744/f67f9e85bdc0d24e448b87c67c5d24b6/full.jpg', '/upload/product/744/47eb688a2d5af3fb78408bda43f6b9b5/full.jpg', '/upload/product/744/40bf2c26228b5764731e08df804b9f17/full.jpg', '/upload/product/744/857b964b890bb9de4577284fa82bb81f/full.jpg', '/upload/product/744/ee4a9ea080c4b5641ed8afb66d655e13/full.jpg']","{'Процессор': 'Pentium 4415U 2.3 ГГц', 'Объём оперативной памяти': '4 ГБ', 'Видеоадаптер': 'интегрированный Intel HD Graphics 610', 'Версия ОС': 'Windows 10', 'Максимальное время работы': '6 ч', 'Встроенный модуль Wi-Fi': 'Да', 'Объём встроенной памяти': '500 ГБ', 'Операционная система': 'Windows', 'Стереодинамики': 'Есть', 'Тип памяти': 'HDD', 'Жесткий диск (HDD)': '500 Гб', 'USB порт': 'USB 3.0: 2 шт', 'LAN': 'Есть', 'Матрица': 'TN+film', 'Камера': 'Есть', 'Количество ядер': '2', 'Разрешение экрана': '1600x900 пикс', 'Диагональ': '15.6', 'Размеры': '418x292.6x24.9 мм', 'Вес': '2.8 кг'}"
15,Ноутбук Lenovo ThinkPad L380 i5 8Gb 128Gb-SSD 1000Gb,Компьютерная техника,Ноутбуки,"Lenovo ThinkPad L380  даёт пользователям отличные мультимедийные возможности. Ноутбук Lenovo ThinkPad L380 имеет широкий диапазон использования, в том числе для работы и видеоигр.  Время автономной работы ноутбука – до 16 часов.","['/upload/product/586/c17478af639bb4ae64549cca099f584a/full.jpg', '/upload/product/586/246d237a31258f778ac94c2b4730dfe5/full.jpg', '/upload/product/586/3627c7961dba6369c5706d3bd4037fbe/full.jpg']","{'Процессор': 'Intel Core i5 +', 'Объём оперативной памяти': '8 ГБ', 'Жесткий диск (SSD)': '128 ГБ', 'Видеоадаптер': 'Intel UHD Graphics 620', 'Версия ОС': 'Windows 10', 'Встроенный модуль Wi-Fi': 'Да', 'Операционная система': 'Windows', 'Стереодинамики': 'Есть', 'Экран': 'Глянцевый', 'Жесткий диск (HDD)': '1000 Гб +', 'Матрица': 'TN+film', 'Камера': 'Есть', 'Количество ядер': '4', 'Разрешение экрана': '1366x768', 'Диагональ': '14', 'Вес': '1.56 кг'}"
16,Ноутбук HP 15-da0306ur i5-7200U 16Gb-SSD 1000Gb,Компьютерная техника,Ноутбуки,"Ноутбук HP 15-da0306ur – ноутбук, который удобно взять с собой. Небольшие размеры и вес позволят легко использовать его как дома, так и в поездке. Он отлично подходит для выполнения повседневных задач.","['/upload/product/750/07f2993bec38dea2f0b6e1890c024219/full.jpg', '/upload/product/750/9b5b5a2067888a39bc91ff66d148743a/full.jpg', '/upload/product/750/0f6d80bbbdd1feef56218255e6b8f096/full.jpg', '/upload/product/750/2dbed473da4f0ec99f03aa98a1c15d9b/full.jpg', '/upload/product/750/6394c4269ad45ba7c2424ab47bcb3b3a/full.jpg', '/upload/product/750/212312bf5faa15a9d2af95c149c77cc5/full.jpg']","{'Процессор': 'Intel Core i5 7200U (Kaby Lake) 2.5 ГГц', 'Объём оперативной памяти': '4 ГБ', 'Жесткий диск (SSD)': '16 Gb', 'Видеоадаптер': 'Интегрированный Intel HD Graphics 620', 'Версия ОС': 'Windows 10', 'Максимальное время работы': '4 ч', 'Аккумулятор': 'Литий-ионная, емкость - 2620 мАч', 'Встроенный модуль Bluetooth': 'Да', 'Встроенный модуль Wi-Fi': 'Да', 'Объём встроенной памяти': '1000 ГБ', 'Операционная система': 'Windows', 'Экран': 'матовый', 'Тип памяти': 'Hybrid Drive', 'Жесткий диск (HDD)': '1000 Gb', 'USB порт': 'USB 2.0 - 1 шт; USB 3.0 - 2 шт.', 'LAN': 'Есть', 'Камера': 'Есть', 'Количество ядер': '2', 'Разрешение экрана': '1920x1080 Full HD', 'Диагональ': '15.6', 'Размеры': '37.6x24.6x2.3 см', 'Вес': '2.040 кг'}"
17,Принтер (МФУ) HP LaserJet Pro M1536dnf,Компьютерная техника,Принтеры и МФУ,"Многофункциональный принтер HP LaserJet Pro M1536dnf поможет в любом деле. Двусторонняя печать, факс, сканер и копир в одном флаконе! Этот гаджет станет настоящим помощником для тех, чья работа или учёба напрямую связана с документооборотом.",['/upload/product/1220/ef80f4f064a6cf6cdd52092d1dbc1ee1/full.jpg'],"{'Тип печати': 'черно-белая', 'Технология печати': 'лазерная', 'Тип сканера': '8.50 c', 'Количество страниц в месяц': '8000', 'Максимальный формат': 'A4', 'Скорость печати': '25 стр/мин', 'Процессор': 'Marvell', 'Минимальные системные требования': 'Intel Pentium III', 'Автоматическая двусторонняя печать': 'есть', 'Разрешение сканера': '1200x1200 dpi', 'Частота, Гц': '500 МГц', 'Ресурс ч/б картриджа/тонера': '2100 страниц', 'Емкость устройства автоподачи оригиналов': '35 листов', 'Скорость сканирования (ч/б)': '15 стр/мин', 'Поддержка стандартов': 'TWAIN, WIA', 'Отправка изображения по e-mail': 'есть', 'Максимальное разрешение копира': '600x600 dpi', 'Скорость копирования': '25 стр/мин (ч/б А4)', 'Изменение масштаба': '25-400 %', 'Максимальное количество копий за цикл': '99', 'Подача бумаги': '250 лист. (стандартная)', 'Вывод бумаги': '100 лист. (стандартный)', 'Печать на': 'карточках, пленках, этикетках, глянцевой бумаге, конвертах, матовой бумаге', 'Разрешение сканера (улучшенное)': '19200x19200 dpi', 'Тип картриджа/тонера': 'CE278A', 'Память факса': '400 страниц', 'Максимальное разрешение факса': '300x300 dpi', 'Максимальная скорость передачи': '33.6 кбит/c', 'PC Fax': 'есть', 'Поддержка AirPrint': 'есть', 'Поддержка': 'PostScript 3, PCL 5c, PCL 6', 'Отображение информации': 'ЖК-панель', 'Потребляемая мощность (при работе)': '445 Вт', 'Потребляемая мощность (в режиме ожидания)': '4.7 Вт', 'Уровень шума, дБ': '50 дБ', 'Размещение': 'настольный', 'Память': '128 Мб, максимальный 128 Мб', 'Интерфейсы': 'Ethernet (RJ-45), USB 2.0', 'Поддержка ОС': 'Windows, Linux, Mac OS', 'Максимальное разрешение для ч/б печати': '1200x1200 dpi', 'Время выхода первого отпечатка': '8.50 c', 'Тип датчика': 'контактный (CIS)', 'Максимальный размер сканирования': '216x356 мм', 'Глубина цвета': '24 бит', 'Оттенки серого': '256', 'Размеры': '441x373x343 мм', 'Вес': '11.7 кг'}"
18,Монитор Lenovo ThinkVision T27i-10,Компьютерная техника,Мониторы,"Монитор Lenovo ThinkVision T27i-10 позволяет наслаждаться красотой экрана без границ! Благодаря возможности поворота, а также регулировки высоты и угла наклона вы можете найти идеальное положение для просмотра. Оснащен рядом портов (включая четыре порта USB 3.0, а также порты VGA, DP и HDMI) для повышения вашей производительности. Эргономичная подставка совместима с продуктом ThinkCentre Tiny и звуковой панелью, что позволяет использовать T27i в полной мере.","['/upload/product/1804/005e4e069e299a07807e6f94812509bf/full.jpg', '/upload/product/1804/f7776492b4d0cb3dd4b343be2981b674/full.jpg', '/upload/product/1804/c336bedca19b27f35edcc2cd900b057f/full.jpg', '/upload/product/1804/d54d8e36ea8f26d766006da9ba5b9f38/full.jpg', '/upload/product/1804/bf92aead6377ea7a2edfdd56074ce7ea/full.jpg', '/upload/product/1804/fb5a14a1ff04a5921742bb857b7ef32c/full.jpg', '/upload/product/1804/2b5d65918be8f89ef09e658a3e756592/full.jpg', '/upload/product/1804/ccdde9219ecd5b9e1c1e08902b3f6902/full.jpg']","{'Диагональ': '27', 'Разрешение экрана': '1920x1080 FHD', 'Размеры': '611.9х269.8х403.3 мм', 'Вес': '6.55 кг', 'Матрица': 'IPS', 'Угол обзора': '178/178', 'Питание': 'Внутренний блок', 'Разъёмы': 'USB-А 3.1 Gen 1 (4 шт.); DisplayPort; VGA; HDMI; Разъем для наушников; Разъем для микрофона', 'Контрастность': '1000 :1', 'Максимальная потребляемая мощность, в ваттах': '22 Вт', 'Потребляемая мощность (в режиме ожидания)': '<0.5 Вт', 'Соотношение сторон': '16:9', 'Поверхность': 'антибликовая', 'Яркость': '250 нит', 'Время отклика': '6 мс'}"
19,Ноутбук Lenovo Ideapad L340-17IWL,Компьютерная техника,Ноутбуки,"Ноутбук Lenovo Ideapad L340-17IWL – отличный выбор для повышения продуктивности вашей работы и для развлечений в дороге, в том числе для запуска стриминга и игр. Ноутбук оснащен процессором Intel® Core™ i5-8265U, поэтому он легко справится с любой задачей. Благодаря технологии Rapid Charge аккумулятор заряжается до 80 % менее чем за час и до 100 % – менее чем за два часа. Веб-камера IdeaPad L340 с поддержкой высокого разрешения обеспечивает отличное качество видеочатов и конференц-связи.","['/upload/product/1805/7a733b677e35912f2a84ff3d03836ebc/full.jpg', '/upload/product/1805/8054bbe87c3b08cd3afd510e2f607e6a/full.jpg', '/upload/product/1805/15cd81a208c104e399d8f7833b3291cf/full.jpg', '/upload/product/1805/07850797905412f675d1fb1597cf591d/full.jpg', '/upload/product/1805/62669b9c645a25f7d0448d8b19fd6d59/full.jpg', '/upload/product/1805/af50b7ffa946e4def8607970dbb116b2/full.jpg', '/upload/product/1805/daaeec0f1b5d6369f0bc2e082d014a67/full.jpg']","{'Процессор': 'Core i5-8265U', 'Объём оперативной памяти': '4 ГБ', 'Жесткий диск (SSD)': '128 Гб', 'Видеоадаптер': 'UHD Graphics 610', 'Максимальное время работы': '7.5 ч', 'Аккумулятор': '36 Вт-ч', 'Встроенный модуль Bluetooth': 'Да', 'Встроенный модуль Wi-Fi': 'Да', 'Тип памяти': 'SSD+HDD', 'Жесткий диск (HDD)': '1000 Gb', 'USB порт': 'USB-А 3.1 Gen 1 2 шт.', 'LAN': 'Есть', 'Матрица': 'TN', 'Камера': 'Есть', 'Количество ядер': '4', 'Разрешение экрана': '1600x900 HD+', 'Диагональ': '17.3', 'Размеры': '24.3x413x284.6 мм', 'Вес': '2.8 кг'}"
20,Ноутбук Lenovo IdeaPad 5i 15IIL05,Компьютерная техника,Ноутбуки,"Ноутбук Lenovo IdeaPad 5i 15IIL05, в котором сочетаются быстродействие, полный набор современных средств подключения и все необходимое для развлечений. Оснащен устройством распознавания отпечатков пальцев на кнопке питания. Ноутбук можно настроить так, чтобы он не выходил из спящего режима до тех пор, пока не считает вашу биометрическую подпись. Наслаждайтесь четким изображением на 15-дюймовом FHD-дисплее и насыщенным звуком фронтальных динамиков с поддержкой технологии Dolby Audio™.","['/upload/product/1807/4086cc25c9839075ca907df3d8e14a00/full.jpg', '/upload/product/1807/4e3adc0ccd183adf855cfe93d22482f2/full.jpg', '/upload/product/1807/95b64d9189e9270369a8e0f2f118c11a/full.jpg', '/upload/product/1807/dd4aa5ab28cbaba2ca9ca5d526d948fa/full.jpg', '/upload/product/1807/1346dd3b53f0b0636b67602207258632/full.jpg', '/upload/product/1807/f9f32b6f1880ef46713426757d1620d5/full.jpg', '/upload/product/1807/8af7838904efe2201f1e5996fddfdf58/full.jpg']","{'Процессор': 'Core i5-1035G1', 'Объём оперативной памяти': '8 ГБ', 'Жесткий диск (SSD)': '256 Гб', 'Видеоадаптер': 'UHD Graphics', 'Максимальное время работы': '11 ч', 'Аккумулятор': '57 Вт-ч', 'Встроенный модуль Bluetooth': 'Да', 'Встроенный модуль Wi-Fi': 'Да', 'Операционная система': 'Windows 10 Home', 'Стереодинамики': 'Есть', 'USB порт': 'USB-А 3.1 Gen 1 (2 шт)', 'Матрица': 'IPS', 'Камера': 'Есть', 'Количество ядер': '4', 'Разрешение экрана': '1920x1080 FHD', 'Диагональ': '15.6', 'Размеры': '16.9х356.67х233.13 мм', 'Вес': '1.85 кг'}"
21,Моноблок Lenovo AIO V530-24ICB,Компьютерная техника,Моноблоки,"Моноблок от Lenovo - это сочетание компактности ноутбука и функциональности полноценного компьютера. Данная модель отлично подойдёт дляработы с большим количеством вводных данных, ведь диагональ экрана 23,8 позволяет разместить на рабочем пространстве сразу несколько открытых программ в высокомразрешении. Кстати, на таком экране еще невероятно удобно смотреть любимые фильмы и сериалы!","['/upload/product/1799/e68a65ddf7dfbbf4611bce520250c8fb/full.jpg', '/upload/product/1799/9d1a2cedbfb2eaf74701a8044833c216/full.jpg', '/upload/product/1799/9f8456e62dcd0ed6e5a00740b1508307/full.jpg', '/upload/product/1799/5d72ea56d60324d1602693da6cf1317c/full.jpg', '/upload/product/1799/8e8921ecf1b645ecd7eb8d8b420e7533/full.jpg', '/upload/product/1799/dca1a02c23dd741783a592829c3b1bb2/full.jpg', '/upload/product/1799/5bdc05c1a62444415e0fe5f200950892/full.jpg', '/upload/product/1799/0307b435a497f589751f3bec23662e68/full.jpg', '/upload/product/1799/5451bd542521b22379a094b868bef230/full.jpg']","{'Диагональ': '23.8', 'Разрешение экрана': '1920x1080 FHD', 'Процессор': 'Intel Pentium G5420T', 'Количество ядер': '2', 'Размеры': '437.4x542.7x 227.95 мм', 'Вес': '7 кг', 'Объём оперативной памяти': '8 ГБ', 'Встроенный модуль Wi-Fi': 'Да', 'Встроенный модуль Bluetooth': 'Да', 'HDMI': 'Есть', 'Видеокарта': 'Intel UHD Graphics 610', 'Питание': '90 Вт', 'Жесткий диск (SSD)': '256 ГБ', 'USB': '6 (3 usb 2.0, 2 usb-a 3.1 gen 1, 1 usb-a gen 2)'}"
